date,no2,pm25
2015-07-07,7.46231654135,4.075
2015-07-08,30.492900560179166,6.254166666666667
2015-07-09,24.43756120689565,9.5125
2015-07-10,13.925910170945832,8.0375
2015-07-11,7.339849333991667,4.641666666666667
2015-07-12,5.181946643095833,4.720833333333333
2015-07-13,12.314799837520834,6.520833333333334
2015-07-14,10.8231179056625,5.820833333333334
2015-07-15,16.8015466084125,6.1416666666666675
2015-07-16,10.1635815758,3.8833333333333333
2015-07-17,22.748182951383335,4.579166666666667
2015-07-18,19.414973693175,5.295833333333334
2015-07-19,16.116461819054166,7.308333333333334
2015-07-20,20.275247622829166,7.441666666666666
2015-07-21,12.271696726291667,6.566666666666667
2015-07-22,21.208106446675,7.970833333333332
2015-07-23,20.998789947345834,7.75
2015-07-24,16.461971760320832,6.283333333333334
2015-07-25,5.173120819179167,5.220833333333334
2015-07-26,23.4081244015,6.116666666666667
2015-07-27,24.882209150391667,4.295833333333333
2015-07-28,21.15703478987391,6.041666666666667
2015-07-29,25.189190371495833,6.608333333333333
2015-07-30,21.748427510320834,8.033333333333333
2015-07-31,24.838258141329163,6.4
2015-08-01,19.423400765979167,4.404166666666667
2015-08-02,18.8863260596875,4.704166666666667
2015-08-03,24.43595374343333,4.9875
2015-08-04,24.4295089356375,4.845833333333333
2015-08-05,33.0190407297125,8.4125
2015-08-06,28.120299758745833,7.233333333333333
2015-08-07,35.7654407616875,8.008333333333333
2015-08-08,29.737090276104166,7.708333333333333
2015-08-09,23.6548880577375,5.7625
2015-08-10,48.269779728,9.945833333333333
2015-08-11,37.72078227312083,7.05
2015-08-12,25.820259079845453,3.0652173913043477
2015-08-13,27.363640998075,4.579166666666667
2015-08-14,31.317890114333334,5
2015-08-15,24.927671528075,5.1625
2015-08-16,29.600750452291667,5.7666666666666675
2015-08-17,42.239925102741665,8.825
2015-08-18,31.862178232895833,7.654166666666667
2015-08-19,42.620877127741664,9.254166666666666
2015-08-20,52.077615401883335,10.654166666666665
2015-08-21,43.7582524737375,8.525
2015-08-22,41.75553780956667,9.4875
2015-08-23,32.60330584732083,11.770833333333332
2015-08-24,30.658670409316663,8.845833333333333
2015-08-25,23.281255164775,4.708333333333333
2015-08-26,27.377794169495836,5.933333333333334
2015-08-27,32.9973170628875,8.341666666666667
2015-08-28,29.572848110725,5.1416666666666675
2015-08-29,17.427527091758332,4.3125
2015-08-30,15.713692858891665,4.608333333333333
2015-08-31,29.915769603241667,5.75
2015-09-01,34.739343580604164,5.5875
2015-09-02,31.8942284490375,4.891666666666667
2015-09-03,35.19111208944583,4.525
2015-09-04,30.90751413349583,4.45
2015-09-05,24.662851727120835,5.154166666666668
2015-09-06,25.789372114091666,5.433333333333334
2015-09-07,38.495779397395836,5.820833333333334
2015-09-08,30.537356154358335,5.320833333333334
2015-09-09,30.15618021409583,6.2
2015-09-10,43.6173843675125,8.7625
2015-09-11,42.6397267986375,10.220833333333333
2015-09-12,27.871206616720833,9.745833333333334
2015-09-13,25.2754367526875,7.2125
2015-09-14,49.95847861325833,12.066666666666666
2015-09-15,49.06448883055,12.025
2015-09-16,45.70961786135,12
2015-09-17,48.916981844679164,11.216666666666667
2015-09-18,51.82327037589167,6.929166666666667
2015-09-19,30.491615387804167,6.654166666666667
2015-09-20,17.988840029379165,4.870833333333334
2015-09-21,38.7998174541087,7.8875
2015-09-22,48.87167098489583,9.704166666666666
2015-09-23,43.14998938068333,8.904166666666667
2015-09-24,50.312287319520834,8.425
2015-09-25,53.19964663424583,9.183333333333334
2015-09-26,27.21055502575,7.145833333333334
2015-09-27,22.79598832719167,6.029166666666667
2015-09-28,37.5396697073875,4.583333333333333
2015-09-29,19.762880446641667,4.275
2015-09-30,28.186572680891665,5.5375
2015-10-01,51.86881651134091,3.6090909090909093
2015-10-02,31.296979433179168,3.5
2015-10-03,24.8222976899375,3.7583333333333333
2015-10-04,26.99455600000833,5.025
2015-10-05,54.13433410234583,9.345833333333333
2015-10-06,70.32686093314167,10.658333333333333
2015-10-07,69.25738746379584,10.575
2015-10-09,59.46315257997084,3.3958333333333335
2015-10-10,28.5908709188625,3.025
2015-10-11,26.09657014590833,3.1333333333333333
2015-10-12,58.150637625870836,6.1125
2015-10-13,47.8890853708875,4.5375
2015-10-14,41.54747597652917,4
2015-10-15,45.228014437391664,4.116666666666666
2015-10-16,42.46100789865417,4.7875
2015-10-17,37.473264793875,4.658333333333333
2015-10-18,31.8158646134375,4.220833333333333
2015-10-19,54.81744131297083,4.516666666666667
2015-10-20,45.47867239322727,3.65
2015-10-21,39.95338475035909,NA
2015-10-22,59.8185109658,NA
2015-10-23,56.791196428375,NA
2015-10-24,14.939099848520833,NA
2015-10-25,21.6965882949,NA
2015-10-26,42.4917512091,NA
2015-10-27,41.40954333885833,NA
2015-10-28,59.20621804427727,NA
2015-10-29,63.19783840815,NA
2015-10-30,63.0015530016125,NA
2015-10-31,37.56569836620417,3.9916666666666667
2015-11-01,13.720290298633333,3.566666666666667
2015-11-02,51.169212388683334,6.625
2015-11-03,39.44825153689583,5.016666666666667
2015-11-04,50.973744003633335,7.395833333333333
2015-11-05,48.41122327914348,6.65
2015-11-06,70.56402060647918,9.2875
2015-11-07,47.42869452620833,5.9875
2015-11-08,17.306194449070833,4.391666666666667
2015-11-09,33.27145788057083,4.316666666666666
2015-11-10,38.982045061775,7.45
2015-11-11,38.18665570500416,7.565
2015-11-12,30.662951399343477,6.1875
2015-11-13,41.37033421372083,6.5625
2015-11-14,31.67628598960833,5.5375
2015-11-15,33.78439400377917,6.558333333333334
2015-11-16,66.35689449630833,10.004166666666666
2015-11-17,67.838482153225,9.133333333333333
2015-11-18,39.045998347983335,6.866666666666667
2015-11-19,39.030978779286364,7.408333333333333
2015-11-20,38.249782727775,5.35
2015-11-21,43.296525925125,7.4875
2015-11-22,32.1336530035625,5.304166666666667
2015-11-23,34.28427945725,3.9916666666666667
2015-11-24,31.876516825295834,3.9375
2015-11-25,72.44394323073334,10.033333333333333
2015-11-26,32.57568053325,1.8791666666666667
2015-11-27,37.11755286539,6.370833333333334
2015-11-28,42.381836891729165,5.55
2015-11-29,30.195821689104164,5.0625
2015-11-30,76.42182100528333,11.354166666666666
2015-12-01,63.75468403093333,9.733333333333334
2015-12-02,57.94861772899565,2.968421052631579
2015-12-03,29.536033949352174,2.9291666666666667
2015-12-04,27.36973436775,4.329166666666667
2015-12-05,32.60179586329166,2.704166666666667
2015-12-06,29.232113909316666,5.2666666666666675
2015-12-07,38.628572395333336,7.2625
2015-12-08,57.74529310025833,7.179166666666667
2015-12-09,50.592559299966666,5.420833333333334
2015-12-10,33.86163109063478,4.729166666666666
2015-12-11,57.707651274566665,6.541666666666667
2015-12-12,37.76470101802083,6.491666666666667
2015-12-13,23.751631943404167,3.625
2015-12-14,38.80882496847083,4.958333333333333
2015-12-15,38.9728760640875,5.879166666666667
2015-12-16,50.544259660754165,6.4875
2015-12-17,89.0893532658,10.766666666666667
2015-12-18,22.526628265322724,2.3875
2015-12-19,37.8139672113,8.129166666666666
2015-12-20,43.27278375745833,5.595833333333334
2015-12-21,67.08147457539583,8.0625
2015-12-22,68.32204426445416,8.620833333333334
2015-12-23,40.94729510540834,4.258333333333333
2015-12-24,11.291438137195833,4.583333333333333
2015-12-25,11.412252816470833,3.7416666666666667
2015-12-26,11.292765008483332,6.295833333333333
2015-12-27,36.34613879652083,6.8875
2015-12-28,35.31928127604583,6.208333333333334
2015-12-29,56.103331744286365,5.945833333333334
2015-12-30,45.887277549316664,7.983333333333333
2015-12-31,31.957727122329164,11.229166666666666
2016-01-01,7.974530059725,9.304166666666667
2016-01-02,42.74465448122083,10.029166666666665
2016-01-03,52.04045508724583,9.025
2016-01-04,36.5052385898,8.733333333333333
2016-01-05,69.11428208035,11.5875
2016-01-06,38.43922133092083,7.166666666666667
2016-01-07,50.57621301227273,15.5625
2016-01-08,61.54208373685833,16.6125
2016-01-09,29.153938343575,7.345833333333333
2016-01-10,33.80094557024583,8.416666666666666
2016-01-11,80.697078154125,14.1
2016-01-12,52.467957653216665,8.758333333333333
2016-01-13,84.35640375195833,15.579166666666666
2016-01-14,61.46533108521818,11.170833333333333
2016-01-15,69.826575874925,12.3
2016-01-16,43.28790644107917,5.9375
2016-01-17,33.2851177040125,5.841666666666667
2016-01-18,51.8794265837125,11.1125
2016-01-19,68.85129890210833,14.720833333333335
2016-01-20,42.78007543415652,7.104545454545455
2016-01-21,34.150203895141665,4.675
2016-01-22,38.83702253345417,3.545
2016-01-23,68.58113294456668,11.373913043478261
2016-01-24,29.75728601257917,3.591304347826087
2016-01-25,50.45981980574583,NA
2016-01-26,33.63291057231667,2.3173913043478263
2016-01-27,47.60547953280833,5.520833333333334
2016-01-28,43.922742720508694,4.552173913043479
2016-01-29,45.678980358191666,4.308333333333334
2016-01-30,35.06825704739167,6.154166666666667
2016-01-31,32.08338548532083,5.091666666666668
2016-02-01,64.65397113427083,7.066666666666666
2016-02-02,64.94444596283333,7.875
2016-02-03,34.055492521575,5.041666666666666
2016-02-04,70.00952598635217,10.670833333333334
2016-02-05,46.55749557376667,5.970833333333334
2016-02-06,59.72031474309583,7.108333333333333
2016-02-07,33.72187185665,6.516666666666667
2016-02-08,50.2272436089125,6.4125
2016-02-09,21.561583157175,4.245833333333334
2016-02-10,65.2414675165125,9.9875
2016-02-11,42.4657557502087,6.570833333333334
2016-02-12,69.10715367779167,9.395833333333332
2016-02-13,55.22883550898333,8.208333333333334
2016-02-14,29.774371275095834,4.866666666666666
2016-02-15,39.235718484466666,5.6875
2016-02-16,49.98860162530416,5.8375
2016-02-17,43.978629922658335,4.958333333333333
2016-02-18,46.843613407269565,NA
2016-02-19,30.884869487583334,2.7583333333333337
2016-02-20,23.415591223104165,3.404166666666667
2016-02-21,14.259595492208334,3.3666666666666667
2016-02-22,58.61715670297083,7.683333333333334
2016-02-23,47.209566052220836,6.5375
2016-02-24,31.7412764424375,8.3625
2016-02-25,66.03444713799566,12.920833333333333
2016-02-26,41.96712208935417,8.6125
2016-02-27,21.41146660127083,7.395833333333333
2016-02-28,23.926931646854165,6.175
2016-02-29,51.065354584495836,4.8625
2016-03-01,60.4830189466375,5.304166666666667
2016-03-02,39.699727040447826,6.108333333333333
2016-03-03,40.93493588966666,8.1
2016-03-04,26.783146058004167,6.904166666666667
2016-03-05,21.454647499179167,6.104166666666667
2016-03-06,35.405146931991666,7.625
2016-03-07,61.5983771460875,8.5625
2016-03-08,35.208468247425,6.520833333333334
2016-03-09,51.93151980628333,8.579166666666667
2016-03-10,58.5573650521,8.670833333333333
2016-03-11,47.18407030838637,5.683333333333334
2016-03-12,31.101212138366666,5.4541666666666675
2016-03-13,29.410767156979166,5.320833333333334
2016-03-14,36.06023369855,6.425
2016-03-15,25.189778493604166,8.229166666666666
2016-03-16,43.7831767646,7.570833333333334
2016-03-17,23.736763173308333,4.341666666666667
2016-03-18,38.355292522526085,5.078260869565217
2016-03-19,41.014072136075,6.8
2016-03-20,34.9807404574125,5.979166666666667
2016-03-21,39.2609712651375,7.195833333333334
2016-03-22,52.292885562,8.375
2016-03-23,21.41585270505,5.258333333333334
2016-03-24,26.9583859514,5.2666666666666675
2016-03-25,26.43408199912083,5.7375
2016-03-26,16.118164189220835,4.008333333333334
2016-03-27,22.9515394326,4.804166666666666
2016-03-28,11.0089228693125,5.575
2016-03-29,30.5429986411875,8.470833333333333
2016-03-30,32.81307477906522,10.695833333333333
2016-03-31,40.42886699594166,5.979166666666667
2016-04-01,43.831291981,7.6875
2016-04-02,49.24657095431666,8.483333333333333
2016-04-03,42.16572102393333,8.7
2016-04-04,54.97183310870834,7.104166666666667
2016-04-05,53.690225625366665,8.404166666666667
2016-04-06,53.45797028407083,7.3
2016-04-07,44.34694984484167,7.308333333333334
2016-04-08,44.535582240765216,7.925
2016-04-09,20.916564956675,7.175
2016-04-10,29.212332491395834,6.258333333333334
2016-04-11,36.665345620845834,4.683333333333334
2016-04-12,36.07561206570417,5.0875
2016-04-13,37.017074167779164,5.2625
2016-04-14,39.52233562265416,5.295833333333334
2016-04-15,46.10333159907619,10.147619047619047
2016-04-16,29.250398978916667,6.65
2016-04-17,25.255959320620832,7.125
2016-04-18,39.78040818730416,8.608333333333333
2016-04-19,34.44379425335417,8.520833333333334
2016-04-20,33.36138293569565,8.895833333333334
2016-04-21,35.10110973832083,NA
2016-04-22,32.48828067452083,4.158333333333333
2016-04-23,18.203505465070833,4.495833333333334
2016-04-24,21.463093542433334,6.254166666666667
2016-04-25,27.98627851815,8.058333333333334
2016-04-26,33.695518255,8.15
2016-04-27,32.583572518891664,7.716666666666667
2016-04-28,41.35909035436957,9.233333333333333
2016-04-29,53.52026296504166,10.595833333333333
2016-04-30,44.0696976696875,9.670833333333334
2016-05-01,39.38877732412083,6.145833333333334
2016-05-02,52.494551925529166,9.7875
2016-05-03,58.216491565158336,11.05
2016-05-04,48.211174181108696,7.15909090909091
2016-05-05,17.62845162575,5.2125
2016-05-06,36.35377045208333,6.504166666666667
2016-05-07,21.897530278754168,7.054166666666667
2016-05-08,16.53905671827083,5.191666666666667
2016-05-09,44.76654519957826,5.2375
2016-05-10,38.533872903420836,5.358333333333334
2016-05-11,40.15527824180416,5.258333333333334
2016-05-12,35.28327009182083,5.233333333333334
2016-05-13,41.845175229141674,6.5125
2016-05-14,30.071662828233332,5.666666666666667
2016-05-15,14.091105568083334,4.858333333333333
2016-05-16,15.954505167341667,3.2625
2016-05-17,16.09658436777083,4.379166666666666
2016-05-18,37.90313776126666,6.116666666666667
2016-05-19,35.0565170048125,6.208333333333334
2016-05-20,23.4177004608,5.008333333333333
2016-05-21,34.0716383547,6.516666666666667
2016-05-22,31.752062868079168,6.583333333333334
2016-05-23,53.5289918895125,8.920833333333333
2016-05-24,35.4583841852875,6.5375
2016-05-25,38.60727914498333,5.933333333333334
2016-05-26,39.02757108417083,6.745833333333334
2016-05-27,41.60768361791667,7.8
2016-05-28,26.525838533241664,7.891666666666667
2016-05-29,15.073918027029166,7.720833333333333
2016-05-30,46.4476269547625,10.995833333333334
2016-05-31,22.39070002845,7.804166666666667
2016-06-01,33.70203909395,5.861904761904762
2016-06-02,27.08569606691304,5.820833333333334
2016-06-03,28.47378545945,5.725
2016-06-04,16.7830220932125,4.825
2016-06-05,22.217055888208332,5.083333333333334
2016-06-06,35.94945300915833,5.575
2016-06-07,34.087467440733334,4.058333333333334
2016-06-08,14.673339779316667,5.275
2016-06-09,12.977406865254167,4.529166666666667
2016-06-10,19.836956197208696,4.775
2016-06-11,19.530473901054165,4.445833333333333
2016-06-12,24.862438004133335,4
2016-06-13,31.770702775516668,4.666666666666667
2016-06-14,36.08936660054583,7.266666666666667
2016-06-15,32.269840809129164,5.7
2016-06-16,21.15697066525238,5.525
2016-06-17,33.05209700045714,6.4
2016-06-18,12.333730616541667,4.095833333333333
2016-06-19,12.768790260220834,4.291666666666667
2016-06-20,27.26134680714583,4.7875
2016-06-21,35.836159091825,7.970833333333332
2016-06-22,31.313745329083336,6.925
2016-06-23,41.4216314916125,10.666666666666666
2016-06-24,32.28560663831739,10.341666666666665
2016-06-25,20.67254108835,6.2041666666666675
2016-06-26,18.001198312741668,4.15
2016-06-27,42.90125166040833,9.616666666666667
2016-06-28,33.49193938842083,9.3625
2016-06-29,38.0222812719,8.695833333333333
2016-06-30,49.8376280993913,8.439130434782609
2016-07-01,46.44781292856667,8.4625
2016-07-02,31.657138084683332,5.95
2016-07-03,21.80523538295,5.491666666666667
2016-07-04,32.99770447684167,7.358333333333333
2016-07-05,29.824870843066666,5.05
2016-07-06,27.039806839816666,5.929166666666667
2016-07-07,36.69351513266522,4.9125
2016-07-08,28.816908132879167,4.854166666666666
2016-07-09,25.467529382554165,4.833333333333333
2016-07-10,18.2601662407875,3.595833333333333
2016-07-11,23.5996744307125,5.154166666666668
2016-07-12,23.412183482558333,7.354166666666667
2016-07-13,25.09355934521304,6.470833333333334
2016-07-14,24.7366638627,5.045833333333334
2016-07-15,18.957664951458334,4.491666666666666
2016-07-16,11.260340804404166,3.325
2016-07-17,18.03187392075417,4.175
2016-07-18,23.797185382975,5.029166666666667
2016-07-19,22.564929864883332,4.895833333333333
2016-07-20,23.630169995125,6.404166666666667
2016-07-21,31.938555986283333,7.616666666666667
2016-07-22,39.97229768691667,9.220833333333333
2016-07-23,28.5079234900125,8.666666666666666
2016-07-24,19.78554421305,4.7875
2016-07-25,24.02080898478182,5.4625
2016-07-26,23.89026114465,6.8125
2016-07-27,20.708692767329165,7.554166666666667
2016-07-28,37.24017224072083,6.854166666666667
2016-07-29,34.07414468794167,8.1
2016-07-30,13.224374558675,4.7
2016-07-31,8.927479506870833,4.379166666666666
2016-08-01,10.667963677995834,4.258333333333333
2016-08-02,30.979406130366666,6.929166666666667
2016-08-03,37.75674307848333,7.975
2016-08-04,28.81197593519167,7.858333333333333
2016-08-05,22.424275147733336,6.041666666666667
2016-08-06,19.7254904436,5.066666666666667
2016-08-07,16.297078102404164,3.1791666666666667
2016-08-08,37.7125191185,6.120833333333334
2016-08-09,27.262261165054166,5.570833333333334
2016-08-10,25.517334988104167,5.6416666666666675
2016-08-11,26.864893600458334,6.1375
2016-08-12,18.828445466058334,5.854166666666667
2016-08-13,9.3281887608,4.866666666666666
2016-08-14,15.905047953554167,5.004166666666666
2016-08-15,39.07313636006667,8.341666666666667
2016-08-16,46.206030886166666,8.025
2016-08-17,39.46141146964167,7.9375
2016-08-18,42.32559392003913,9.133333333333333
2016-08-19,38.564395314479164,7.225
2016-08-20,32.214482154995835,6.9
2016-08-21,18.520511530283333,6.6875
2016-08-22,27.43343803095,5.983333333333333
2016-08-23,31.8131737590625,7.0375
2016-08-24,30.41504070632917,5.545833333333334
2016-08-25,38.45135530842917,7.0625
2016-08-26,32.950268003086954,4.520833333333333
2016-08-27,12.5076742052375,4.5875
2016-08-28,23.6168446211875,4.408333333333333
2016-08-29,33.5879936890375,4.9875
2016-08-30,35.22339955829583,5.8916666666666675
2016-08-31,28.321294657979166,4.225
2016-09-01,26.729203451541665,5.458333333333334
2016-09-02,29.069596191160866,6.195833333333334
2016-09-03,29.4931628050875,5.741666666666667
2016-09-04,23.80210304889583,5.058333333333334
2016-09-05,37.0701999013625,6.779166666666667
2016-09-06,42.50670551037916,5.354166666666667
2016-09-07,47.316245194775,9.1625
2016-09-08,46.13810875551667,8.05
2016-09-09,47.12231621008636,7.455
2016-09-10,30.5347173788125,6.916666666666667
2016-09-11,31.771662508516666,6.504166666666667
2016-09-12,30.369926395125,5.825
2016-09-13,44.292294773145834,7.404166666666667
2016-09-14,41.53957083856667,6.604166666666667
2016-09-15,42.159713323266665,7.266666666666667
2016-09-16,49.83286225816818,8.958333333333334
2016-09-17,28.828569455058332,6.0625
2016-09-18,20.823222073129166,5.979166666666667
2016-09-19,41.8933358827,9.558333333333334
2016-09-20,49.621673668725,9.2375
2016-09-21,48.3692820257125,11.066666666666666
2016-09-22,50.835800176279164,11.55
2016-09-23,49.44130496606667,10.225
2016-09-24,34.390562104666664,6.6
2016-09-25,31.845492096920832,5.720833333333334
2016-09-26,52.08076835010869,11.354166666666666
2016-09-27,56.95612174864583,8.416666666666666
2016-09-28,59.3912055298375,7.991666666666667
2016-09-29,50.3006190942,6.145833333333334
2016-09-30,55.49222435959584,8.020833333333334
2016-10-01,32.260175681920835,6.2375
2016-10-02,20.6882452803875,6.1875
2016-10-03,50.422696728970834,9.0125
2016-10-04,35.70261890522083,6.433333333333334
2016-10-05,35.12106194201667,6.929166666666667
2016-10-06,49.717538395836364,6.127777777777778
2016-10-07,48.9568002313875,7.75
2016-10-08,35.73309839850833,6.329166666666667
2016-10-09,36.18434155470833,7.3625
2016-10-10,45.25821067592916,8.616666666666667
2016-10-12,44.64908013049167,NA
2016-10-13,47.643511768543476,5.283333333333334
2016-10-14,47.203068787575,6.9625
2016-10-15,27.285767476179167,5.283333333333334
2016-10-16,32.281760913379166,6.5625
2016-11-16,37.677339413734785,3.847826086956522
